王二小🌟央卫QQ群197853033分享,#genre#
虎林综合,https://masterpull.hljtv.com/live/SJJAEqBS.m3u8
密山综合,https://masterpull.hljtv.com/live/iYi97JTN.m3u8
集贤综合,https://masterpull.hljtv.com/live/CyJ3RKND.m3u8
友谊综合,https://masterpull.hljtv.com/live/LVpBWYXl.m3u8
宝清综合,https://masterpull.hljtv.com/live/HBp9MLoA.m3u8
饶河综合,https://masterpull.hljtv.com/live/DokNxER6.m3u8
伊春综合,https://masterpull.hljtv.com/live/vQtnS3vX.m3u8
嘉荫综合,https://masterpull.hljtv.com/live/k5IX9frJ.m3u8
铁力综合,https://masterpull.hljtv.com/live/iUtbDFud.m3u8
七台河新闻综合,https://masterpull.hljtv.com/live/9FZ7k2XF.m3u8
勃利综合,https://masterpull.hljtv.com/live/6rx9bifO.m3u8
鹤岗新闻综合,https://masterpull.hljtv.com/live/rApKWXbX.m3u8
绥滨综合,https://masterpull.hljtv.com/live/DQiqZPCj.m3u8
绥化新闻综合,https://masterpull.hljtv.com/live/v4o2g1hs.m3u8
望奎综合,https://masterpull.hljtv.com/live/d3loVdqX.m3u8
兰西综合,https://masterpull.hljtv.com/live/SYG06DEw.m3u8
青冈综合,https://masterpull.hljtv.com/live/bJGIloJe.m3u8
庆安综合,https://masterpull.hljtv.com/live/ayksl1Ur.m3u8
明水综合,https://masterpull.hljtv.com/live/bOJ0OStw.m3u8
绥棱综合,https://masterpull.hljtv.com/live/p7WSvrJJ.m3u8
安达综合,https://masterpull.hljtv.com/live/FsGxlDZQ.m3u8
肇东综合,https://masterpull.hljtv.com/live/G84ZsUTP.m3u8
海伦综合,https://masterpull.hljtv.com/live/VFNlgeFO.m3u8
黑河新闻综合,https://masterpull.hljtv.com/live/iyoENgSP.m3u8
嫩江综合,https://masterpull.hljtv.com/live/hrSfaA6T.m3u8
孙吴综合,https://masterpull.hljtv.com/live/eXFjvNaf.m3u8
北安综合,https://masterpull.hljtv.com/live/EfoBDa06.m3u8
五大连池综合,https://masterpull.hljtv.com/live/6ic4FFgF.m3u8
大兴安岭新闻综合,https://masterpull.hljtv.com/live/H2kVyS15.m3u8
呼玛综合,https://masterpull.hljtv.com/live/yN3vDovm.m3u8
塔河综合,https://masterpull.hljtv.com/live/qXrATpGj.m3u8
漠河综合,https://masterpull.hljtv.com/live/rlVvbTZN.m3u8
黑龙江少儿,http://[2409:8087:1a01:df::4035]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/1.m3u8
黑龙江少儿,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
黑龙江影视,http://[2409:8087:1a01:df::4035]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/1.m3u8
黑龙江影视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
黑龙江文体,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
黑龙江新闻法治,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
黑龙江新闻法治,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江都市,http://[2409:8087:1a01:df::4025]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/1.m3u8
黑龙江都市,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
龙游新闻,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?
💫贵州频道,#genre#
贵州🍎七星关电视台,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8
💫️山西频道,#genre#
吉县综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8?zshanxd
吉县综合,https://epg.pw/stream/4f7fe7de135979b4ca1e5389dedd72c03e01d76e1d7d9d8795eb885014b38f92.m3u8
壶关电视,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8
怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8?zshanxd
晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8
晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
晋中综合,http://jzlive.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8?zshanxd
晋中综合,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?zshanxd
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8
武乡新闻综合,http://60.220.198.84:81/0.m3u8
潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8
潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8?zshanxd
闻喜综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd
高平综合,http://live.gprmt.cn/gpnews/hd/live.m3u8?zshanxd
黎城综合,http://111.53.96.67:8081/live/1/index.m3u8
💫️江西频道,#genre#
抚州公共,http://tv.live.fgtxnews.com/fztv/gonggong.m3u8
江西教育频道,http://php.jdshipin.com:8880/iptv.php?id=jxjy
💫️云南频道,#genre#
云南|峨山电视,http://live.ynurl.com/video/s10034ESTV/index.m3u8
云南|广南电视台,http://live.ynurl.com/video/s10031gnxgbds/index.m3u8
云南|怒江新闻,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8
云南|文山综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
云南|施甸综合,http://live.ynurl.com/video/s10048SDTV/index.m3u8
云南|梁河综合,http://live.ynurl.com/video/s10032lhtv/index.m3u8
云南|江川综合,http://live.ynurl.com/video/s10037JCTV/index.m3u8
云南|瑞丽频道,http://live.ynurl.com/video/s10021rltv/index.m3u8
云南|砚山电视台,http://live.ynurl.com/video/s10020ystv/index.m3u8
云南|芒市综合,http://live.ynurl.com/video/s10001mstv1/index.m3u8
云南|蒙自综合,http://live.ynurl.com/video/s10019mzdst/index.m3u8
云南|金平综合,http://live.ynurl.com/video/s10041JPTV/index.m3u8
云南|陇川综合,http://live.ynurl.com/video/s10027LCDST/index.m3u8
云南|马关电视台,http://live.ynurl.com/video/s10046001/index.m3u8
云南|麻栗坡,http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv
隆安综合,https://hls.nntv.cn/nnlive/LATV_24.m3u8
💫河南频道,#genre#
河南|新郑,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
河南|扶沟,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
河南|潢川,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
河南|淅川,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
河南|长垣,http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8
河南|灵宝新闻,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
温县,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
河南|新县,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
内黄,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
嵩县新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8
固始,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
叶县一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
禹州,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
河南|淇县,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
河南|上街,http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
河南渑池新闻,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
河南义马新闻,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
10-20,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
河南|太康,http://tvpull.dxhmt.cn:9081/tv/11627-1.m3u8
河南新乡县,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
河南光山,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
郏县,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
河南|林州,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8
河南|滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
河南|鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
河南|平舆,http://tvpull.dxhmt.cn:9081/tv/11723-1.m3u8
河南|新安新闻,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
河南|延津,http://tvpull.dxhmt.cn:9081/tv/10726-1.m3u8
巩义新闻,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
河南|汤阴,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
河南|尉氏,http://tvpull.dxhmt.cn:9081/tv/10223-1.m3u8
河南|沁阳新闻,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
河南|安阳新闻,http://tvpull.dxhmt.cn:9081/tv/10522-1.m3u8
河南|新野,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
河南|辉县新闻,http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8
河南|浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8
河南|上蔡,http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8
河南|镇平新闻,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8
河南|襄城,http://tvpull.dxhmt.cn:9081/tv/11025-1.m3u8
河南|西华,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
河南|遂平一套,http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
河南|封丘新闻,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
河南|鲁山,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
荥阳,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8
河南|卫辉,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8
河南|永城新闻,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
河南临颍,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
河南|宝丰,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
河南|罗山,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8
河南|舞阳新闻,http://tvpull.dxhmt.cn:9081/tv/11121-1.m3u8
河南|杞县新闻,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8
登封,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
河南|邓州新闻,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8
河南|新密新闻,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8
河南|原阳新闻,http://tvpull.dxhmt.cn:9081/tv/10725-1.m3u8
河南鄢陵,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
河南|确山,http://tvpull.dxhmt.cn:9081/tv/11725-1.m3u8
河南|获嘉,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8
河南|南乐,http://tvpull.dxhmt.cn:9081/tv/10923-1.m3u8
河南|新蔡,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
河南|通许,http://tvpull.dxhmt.cn:9081/tv/10222-1.m3u8
河南|舞钢新闻,http://tvpull.dxhmt.cn:9081/tv/10481-1.m3u8
河南|孟州,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
河南|建安,http://tvpull.dxhmt.cn:9081/tv/11003-1.m3u8
河南|项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
河南|西平,http://tvpull.dxhmt.cn:9081/tv/11721-1.m3u8
河南|泌阳新闻,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
河南|方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
济源一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
宜阳,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
开封新闻,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8
内乡,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
💫四川频道,#genre#
「四川」甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd
「四川」营山电视台,http://file.ysxtv.cn/cms/videos/nmipmedia/channellive/channel4/playlist.m3u8?zsicd
「四川」长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
万州影视,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
万源新闻综合,http://live.wanyuannews.com:80/wytv/hd/live.m3u8
什邡新闻频道,http://live.sfrmt.com:85/live/zhpd.m3u8
叙永综合频道,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
四川|乐至综合,http://175.155.106.72:89/live1/live1.m3u8
四川|巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
四川|广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
四川|德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
四川|松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
四川|武胜综合,http://live2.gatv.com.cn:86/live/WS.m3u8
四川|洪雅新闻综合,http://api2.52tb.xyz/info?id=607&token=20230218htjgzi
四川|营山电视台,http://file.ysxtv.cn/cms/videos/nmipmedia/channellive/channel4/playlist.m3u8
四川|金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
四川|金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川文旅,http://wouu.net:9977/udp/239.93.1.102:5140
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
影用仓库,https://wp.sqsq.net/view.php/8b3eea23e7bf605e907b2850b7a57815.mp4
德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8?zsicd
德阳文旅科教,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
璧山综合,http://222.179.42.129:8181/hls1.m3u8
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd
金川综合,https://play.kankanlive.com/live/1625041962958919.m3u8?zgand
💫️河北频道,#genre#
永清影院,http://60.10.203.69:8000/4.m3u8
永清综合,http://60.10.203.69:8000/0.m3u8
邢台综合,http://jwplay.hebyun.com.cn/live/xtsrmtzs/1500k/tzwj_video.m3u8
霸州文化,http://hbbz.chinashadt.com:2036/live/stream:bzwh.stream/playlist.m3u8
💫️甘肃频道,#genre#
会宁综合,https://play.kankanlive.com/live/1721783897283302.m3u8
兰州兰石,http://play.kankanlive.com/live/1679470864707966.m3u8
嘉峪关综合,https://play.kankanlive.com/live/1690854462058921.m3u8
天祝综合,https://play.kankanlive.com/live/1656487214793905.m3u8
定西文旅,https://play.kankanlive.com/live/1707482307440963.m3u8
岷县综合,https://play.kankanlive.com/live/1722561653629309.m3u8
平凉综合,https://play.kankanlive.com/live/1694661314645984.m3u8
庄浪综合,https://play.kankanlive.com/live/1687654127961989.m3u8
张掖综合,http://play.kankanlive.com/live/1720583434627241.m3u8
成县综合,https://play.kankanlive.com/live/1702454377323961.m3u8
景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8
武威综合,https://play.kankanlive.com/live/1693539781636986.m3u8
永昌综合,https://play.kankanlive.com/live/1652755738635915.m3u8
清水综合,https://play.kankanlive.com/live/1724065906329286.m3u8
渭源综合,https://play.kankanlive.com/live/1701943385631927.m3u8
甘南卓尼,https://play.kankanlive.com/live/1711955964973985.m3u8
甘南夏河,https://play.kankanlive.com/live/1718872789499909.m3u8
甘南综合,https://play.kankanlive.com/live/1711955176432990.m3u8
甘南迭部,https://play.kankanlive.com/live/1711955827175988.m3u8
甘州综合,https://play.kankanlive.com/live/1656898082155960.m3u8
白银文教,https://play.kankanlive.com/live/1720408280309109.m3u8
秦安综合,https://play.kankanlive.com/live/1680577080200944.m3u8
舟曲综合,https://play.kankanlive.com/live/1711956058188984.m3u8
西和综合,https://play.kankanlive.com/live/1659926941626981.m3u8
西峰综合,https://play.kankanlive.com/live/1683944827526991.m3u8
酒泉文旅,https://play.kankanlive.com/live/1702036477193973.m3u8
酒泉综合,https://play.kankanlive.com/live/1702033926169975.m3u8
陇南公共,https://play.kankanlive.com/live/1709171893138901.m3u8
陇南综合,https://play.kankanlive.com/live/1709171819929902.m3u8
陇西综合,https://play.kankanlive.com/live/1702426649052972.m3u8
靖远综合,https://play.kankanlive.com/live/1692005762394912.m3u8
💫️广西频道,#genre#
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8?zguangxd
南宁公共,https://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8?zguangxd
南宁影视娱乐,https://hls.nntv.cn/nnlive/YSYL_244.m3u8
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8?zguangxd
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8?zguangxd
南宁都市生活,http://hls.nntv.cn/nnlive/WLSH_24.m3u8
广西公共,http://116.9.204.242:9901/tsfile/live/1003_1.m3u8
广西卫视,http://116.9.204.242:9901/tsfile/live/0113_1.m3u8
广西影视,http://116.9.204.242:9901/tsfile/live/0124_1.m3u8
广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8
广西旅游,http://116.9.204.242:9901/tsfile/live/0125_1.m3u8
桂林新闻综合,https://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
隆安新闻综合,http://hls.nntv.cn/nnlive/LATV_A.m3u8?zguangxd
💫️蒙古频道,#genre#
新闻综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=b4373417a82ed64e52b0982a66da8df2&txTime=771E8800
经济生活,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=112b2c4c872de52b0f37aff6ead63ef0&txTime=771E8800
少儿频道,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=a2c948908728a0733cecbe1fadea23dc&txTime=771E8800
文体娱乐,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=c7b5c515d2bb6df442492d54955329a3&txTime=771E8800
农牧频道,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=4d368a175afa19737a9f5be10af24fe2&txTime=771E8800
内蒙古蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=4971666599ef9411629213c9a300bf66&txTime=771EF880
内蒙古蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=d9d0fd7a252ef56b515c46a2e21830f4&txTime=771E8800
通辽新闻综合,https://livestream-bt.nmtv.cn/nmtv/2353general.m3u8?txSecret=96a2008eff039ef4ad07179e367b838b&txTime=771E8800
乌兰察布新闻,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=cf5f71d0000862b18f5813607b3dfd5b&txTime=771E8800
赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=8857087aeec2cec44d178a18550fdb8a&txTime=771E8800
鄂尔多斯新闻,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=e44477052aba305cadeea45aaf1c674a&txTime=771E8800
巴彦淖尔新闻,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=6a4ddce077e41b976fe33619fbef2b30&txTime=771E8800
包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=98390a77c143a68f0fd64bfe6e181dcb&txTime=771E8800
💫️宁夏频道,#genre#
宁夏吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8
宁夏吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8
宁夏石嘴山公共,http://live.kanwz.net/zhpd/playlist.m3u8
宁夏石嘴山综合,http://live.kanwz.net/ggpd/playlist.m3u8
💫️青海频道,#genre#
兴海综合,http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8
化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8
化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8?zqinghd
同德综合,https://lived.dmqhyadmin.com/tdtv/playlist.m3u8
大通电视台,http://dtrmlive.qhdtrm.cn/testpush/sd/live.m3u8
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=739abf201649062902
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=848d1a991707377572
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=be54a04d1719055140
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=d60823ce1718441050
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=fa85a7111719921825
民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8
民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8?zqinghd
祁连综合,http://livecdn.dmqhyadmin.com/hls/xjqilian.m3u8
西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8
西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8?zqinghd
西宁生活服务,http://dtrmlive.qhdtrm.cn/xnds/sd/live.m3u8
西宁生活服务,https://liveout.xntv.tv/a65jur/90p2i1.m3u8
西宁生活服务,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd
贵南综合,http://livecdn.dmqhyadmin.com/hls/xjguinan.m3u8
都兰综合,https://livecdn.dmqhyadmin.com/hls/xjdulan.m3u8
门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8
门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8?zqinghd
青海|大通电视,http://dtrmlive.qhdtrm.cn/testpush/playlist.m3u8
青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=ba357f031594546763
青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8?_upt=ea03ed711725339376
青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8?_upt=f868bafe1594546577
💫西藏频道,#genre#
拉萨汉语综合,http://file.lasatv.cn/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
西藏日喀则汉语,http://218.207.233.111:20321/4.m3u8
西藏日喀则藏语,http://218.207.233.111:20321/8.m3u8
💫福建频道,#genre#
厦门卫视,http://dassby.qqff.top:99/live/厦门卫视/index.m3u8
武夷山综合,http://fjwysdb.chinashadt.com:2036/live/1.stream/playlist.m3u8
武夷山文旅茶,http://fjwysdb.chinashadt.com:2036/live/3.stream/playlist.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud
福州生活,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福州新闻,http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
「福建」漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud
厦门鼓浪屿,https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
💫山东频道,#genre#
东营科教,http://stream.hhek.cn/dyjy/sd/live.m3u8?shandd
山东少儿,http://123.132.233.194:352/tsfile/live/1002_1.m3u8
山东综艺,http://58.57.40.22:9901/tsfile/live/1021_1.m3u8
枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8
枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8?shandd
枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8
枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8?shandd
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8
菏泽影视,http://live.hznet.tv:1935/live/live3/500k/tzwj_video.m3u8
中国港澳,#genre#
小蚂蚁技术qq群,https://vdse.bdstatic.com//3700f6b78ceaf0f4a5313f4d68c95b72.mp4
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
TVB J2,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
TVB星河台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
HOY TV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv
RHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
RHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
CCTV-1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
星空卫视,http://ali.hlspull.yximgs.com/live/facf94ac3441dc4e5f8e48d1eeb18045.flv
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
TVB无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
千禧经典,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
TVB星河,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
无线功夫频道,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
RTHK-34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
nowsports,https://stream1.freetv.fun/nowsports-1.ctv
翡翠台,http://m.osvs.asia:8000/bysid/1
ViuTV6,http://m.osvs.asia:8000/bysid/96
ViuTV,http://m.osvs.asia:8000/bysid/99
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台北美版(TVB J1),http://php.jdshipin.com/TVOD/iptv.php?id=j1
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
新视觉HD,http://120.76.248.139/live/bfgd/4200000249.m3u8
无线星河,http://php.jdshipin.com/smt.php?id=Xinhe
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
