最新软件密码,#genre#
河南｜巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend
河南｜新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8?zhend
河南｜渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
河南｜滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend
河南｜灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend
河南｜邓州新闻,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8?zhend
河南｜郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
河南｜项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
河南｜鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend
湖北｜武汉新闻,http://stream.appwuhan.com/1tzb/sd/live.m3u8
湖北｜十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
湖南｜湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8?zhund
黑龙江｜哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
江苏｜无锡新闻综合,http://stream.thmz.com/wxtv1/playlist.m3u8
江苏｜江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
宁夏｜西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8?zqinghd
山东｜烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8?shandd
山东｜烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
山东｜枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8?shandd
山西｜吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
山西｜吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8?zshanxd
山西｜晋中新闻,http://jzlive.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8?zshanxd
山西｜晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
山西｜晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?zshanxd
山西｜武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
山西｜潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8
山西｜潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8?zshanxd
四川｜万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd
四川｜什邡新闻,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
四川｜德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
四川｜德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
四川｜松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
四川｜松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd
四川｜汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
四川｜汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd
四川｜泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
四川｜金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川｜金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
新疆｜兵团八师石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8?zxinjd
新疆｜石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
云南｜文山州新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund
桂林新闻,https://pull.gltvs.com:443/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
安阳县新闻综合,http://live.dxhmt.cn:9081/tv/10522-1.m3u8
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed
滁州新闻综合,http://live.cztv.cc:85/live/xwpd.m3u8
滁州新闻综合,http://live.cztv.cc:85/live/xwpd.m3u8?zanhd
达州新闻,http://tv.drs.dzxw.net:80/channellive/xwzhpd-dz1.flv
达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
范县新闻综合,http://live.dxhmt.cn:9080/13603832636/13abd3089d9c47058fe34c49a6182981.m3u8
封丘新闻综合,http://live.dxhmt.cn:9081/tv/10727-1.m3u8
封丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?zjiangsd
巩义新闻综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8
滑县新闻,http://live.dxhmt.cn:9081/tv/10526-1.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
黄陂新闻,http://livehprm.hptv.com.cn/zbpd/sd/live.m3u8
辉县新闻综合,http://live.dxhmt.cn:9081/tv/10782-1.m3u8
辉县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8?zzhongqd
江宁新闻频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8?zjiangsd
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8?zjiangsd
金川新闻综合,http://139.203.180.9:90/live/zhxw.m3u8
金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8?zshanxd
晋中新闻频道,http://jzlive.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8
井研新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8?zjiangsd
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
灵宝新闻综合,http://live.dxhmt.cn:9081/tv/11282-1.m3u8
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
鹿邑新闻频道,http://live.dxhmt.cn:9081/tv/11628-1.m3u8
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
栾川新闻频道,http://live.dxhmt.cn:9081/tv/10324-1.m3u8
栾川新闻频道,http://tvpull.dxhmt.cn:9081/tv/10324-1.m3u8
罗江新闻综合,http://pull.luojiangrongmei.com/ljds/ljtv.m3u8
孟津新闻频道,http://live.dxhmt.cn:9081/tv/10322-2.m3u8
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
南京新闻,http://live.nbs.cn/channels/njtv/xwzh/nbs06.m3u8
南宁新闻,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
怒江新闻综合,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8
怒江新闻综合,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8?zyund
沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
平遥新闻综合,https://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05-1.m3u8?zshanxd
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed
杞县新闻综合,http://live.dxhmt.cn:9081/tv/10221-1.m3u8
沁阳新闻综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
青川新闻综合,http://qcfile.qcrmt.com:80/nmip-media/channellive/channel100933/playlist.m3u8
丘北新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed
如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?zjiangsd
上虞新闻,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
沈丘新闻综合,http://live.dxhmt.cn:9081/tv/11624-1.m3u8
嵊州新闻,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
十堰新闻,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&tpid=868100086
泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8?zjiangsd
嵩县综合新闻,http://live.dxhmt.cn:9081/tv/10325-1.m3u8
文山州新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
乌兰察布新闻综合,http://pluslive.wrbtv.cn/xwzh/sd/live.m3u8
无锡新闻,http://stream.thmz.com/wxtv1/sd/live.m3u8?_upt=4ba3ab191698644028
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd
武进新闻频道,https://live.wjyanghu.com/live/CH1.m3u8?zjiangsd
武乡新闻综合,http://60.220.198.84:81/0.m3u8
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8?zshanxd
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
武陟新闻综合,http://live.dxhmt.cn:9081/tv/10823-1.m3u8
武陟新闻综合,http://tvpull.dxhmt.cn:9081/tv/10823-1.m3u8
舞钢新闻综合,http://live.dxhmt.cn:9081/tv/10481-1.m3u8
舞钢新闻综合,http://tvpull.dxhmt.cn:9081/tv/10481-1.m3u8
舞阳新闻综合,http://live.dxhmt.cn:9081/tv/11121-1.m3u8
舞阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11121-1.m3u8
西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8
项城新闻,http://live.dxhmt.cn:9081/tv/11681-1.m3u8
象山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
新密新闻频道,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
偃师新闻频道,http://live.dxhmt.cn:9081/tv/10381-1.m3u8
永城新闻,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
永城新闻,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
原阳新闻综合,http://live.dxhmt.cn:9081/tv/10725-1.m3u8
原阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10725-1.m3u8
岳池新闻综合,http://liveyc.cmc.yuechirmt.cn:80/live/yctv.m3u8?auth_key=1714112398-0-0-d9a6bd74623c01c1c2f9576fe51e8b7b
云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed
云南文山州新闻综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8
镇平新闻综合,http://live.dxhmt.cn:9081/tv/11324-1.m3u8
镇平新闻综合,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
吉林|德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8
吉林|九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8
吉林|双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8
吉林|榆树综合频道,http://stream11.jlntv.cn/yushuds/sd/live.m3u8
吉林|镇赉综合频道,http://stream6.jlntv.cn/zl/sd/live.m3u8
吉林|抚松综合频道,http://stream8.jlntv.cn/fs/sd/live.m3u8
吉林|靖宇综合频道,http://stream8.jlntv.cn/jytv/sd/live.m3u8
吉林|临江综合频道,http://stream8.jlntv.cn/linjiang/sd/live.m3u8
吉林|敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8
吉林|珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8
吉林|公主岭综合,http://stream5.jlntv.cn/gzl/sd/live.m3u8
吉林|大安新闻综合,http://stream6.jlntv.cn/da/playlist.m3u8
吉林|洮南新闻综合,http://stream5.jlntv.cn/tn/sd/live.m3u8
吉林|通榆综合,http://stream6.jlntv.cn/ty/sd/live.m3u8
吉林|磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8
吉林|舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8
吉林|梨树综合,http://stream6.jlntv.cn/ls/sd/live.m3u8
吉林|双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8
吉林|伊通综合,http://stream6.jlntv.cn/yt/sd/live.m3u8
吉林|扶余综合,http://stream6.jlntv.cn/fy/sd/live.m3u8
吉林|乾安综合,http://stream6.jlntv.cn/qa/sd/live.m3u8
吉林|柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8
吉林|图们综合,http://stream6.jlntv.cn/tm/sd/live.m3u8
吉林|汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8
北京,#genre#
北京文艺,http://dsk.cc/bjtv/btime.php?id=bjwy$北京时间网
北京影视,http://dsk.cc/bjtv/btime.php?id=bjys$北京时间网
北京财经,http://dsk.cc/bjtv/btime.php?id=bjcj$北京时间网
北京生活,http://dsk.cc/bjtv/btime.php?id=bjsh$北京时间网
北京新闻,http://dsk.cc/bjtv/btime.php?id=bjxw$北京时间网
北京纪实,http://dsk.cc/bjtv/btime.php?id=bjjs$北京时间网
卡酷少儿,http://dsk.cc/bjtv/btime.php?id=bjkk$北京时间网
上海,#genre#
上海|金山电视台,https://pili-live-hls.wdit.com.cn/wditlive/8818dfe5f4df45ba9a3f32964d172fb2b6d3.m3u8
财富天下,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.0.7:5140
金色频道HD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.0.9:5140
欢笑剧场 4K,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.4:5140
党员教育 HD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.8:5140
芒果TV,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.5:5140
党员教育,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.9:5140
上海教育频道HD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.0.13:5140
家庭理财,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.0.14:5140
七彩戏剧-8MHD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.0.16:5140
东方财经 HD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.0.17:5140
21-testaudio,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.18:5140
欢笑剧场,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.22:5140
松江电视台,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.40:5140
法治天地-8MHD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.46:5140
崇明电视,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.54:5140
哈哈炫动-8M-HD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.55:5140
5G购,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.57:5140
5G购,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.58:5140
1.3M-新闻综合,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.11:5140
1.3M-第一财经,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.13:5140
1.3M-电视剧,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.14:5140
1.3M-上视五星体育,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.15:5140
1.3M-纪实频道,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.16:5140
1.3M-娱乐频道,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.17:5140
1.3M-ICS,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.20:5140
1.3M-东方卫视,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.21:5140
足球频道,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.22:5140
1.3M-炫动卡通,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.24:5140
金色频道1.3--2-1,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.51:5140
法治天地1.3-2-5,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.60:5140
游戏风云-2.5-3-2,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.64:5140
8M-HD-东方购物1,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.74:5140
8M-HD-东方购物2,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.75:5140
东方购物2全国-2.5-2-4,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.111:5140
金色频道2.5--2-1,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.118:5140
8M-HD-ICS,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.127:5140
法治天地2.5-2-5,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.1.192:5140
2.5M-第一财经,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.111:5140
2.5M-上视五星体育,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.112:5140
1.3M-教育频道,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.122:5140
游戏风云HD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.131:5140
生活时尚HD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.132:5140
动漫秀场HD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.134:5140
全纪实HD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.135:5140
都市剧场HD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.136:5140
8M-HD-东方卫视,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.146:5140
嘉定频道,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.185:5140
2.5M-炫动卡通,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.187:5140
欢笑剧场HD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.196:5140
东方购物3HD,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.207:5140
8M-HD-新闻综合,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.209:5140
8M-HD-上视五星体育,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.210:5140
8M-HD-第一财经,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.211:5140
8M-HD-上视纪实,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.212:5140
健康教育[1280*720],http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.235:5140
8M-HD-娱乐频道,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.236:5140
8M-HD-电视剧频道,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.237:5140
2.5M-新闻综合,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.241:5140
2.5M-东方卫视,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.242:5140
2.5M- 娱乐频道,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.243:5140
2.5M-电视剧,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.245:5140
2.5M-纪实频道,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.247:5140
浦东频道（2.5M-哈哈少儿）,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.248:5140
2.5M-ICS,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.249:5140
东方购物1-2.5-2-3,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.250:5140
2.5M-教育频道,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/上海电信组播.php?ID=239.45.3.252:5140
内蒙古,#genre#
内蒙新闻,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=b4373417a82ed64e52b0982a66da8df2&txTime=771E8800
内蒙经济,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=112b2c4c872de52b0f37aff6ead63ef0&txTime=771E8800
内蒙少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=a2c948908728a0733cecbe1fadea23dc&txTime=771E8800
内蒙文体,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=c7b5c515d2bb6df442492d54955329a3&txTime=771E8800
内蒙农牧,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=4d368a175afa19737a9f5be10af24fe2&txTime=771E8800
蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=4971666599ef9411629213c9a300bf66&txTime=771EF880
蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=d9d0fd7a252ef56b515c46a2e21830f4&txTime=771E8800
呼市新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=4d7342ca5cd74480526ab6d292247aff&txTime=771E8800
包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=98390a77c143a68f0fd64bfe6e181dcb&txTime=771E8800
鄂尔多斯新闻,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=e44477052aba305cadeea45aaf1c674a&txTime=771E8800
